book_id,book_listing,book_author,book_title,book_publisher,book_place,book_year,book_edition,book_size,book_condition,book_notes,book_directory
953,French Prints of the 20th Century,"Passeron, Roger",French Prints of the 20th Century,Praeger Publishers,New York,1970,,,,181 pp.,
954,Images of an Era,None,Images of an Era:  the American Poster 1945-1975,Smithsonian Institution,"Washington, D. C.",1975,,,,,
955,Marc Chagall,"Lassaigne, Jacques",Marc Chagall:  Drawings and Water Colors for,Tudor Publishing Co.,New York,1969,,,,155 pp.,
956,"The Woodcut, an Annual","Furst, Herbert","The Woodcut, an Annual, No. 1",Fleuron Ltd.,London,1927,,,,,
957,"The Woodcut, an Annual","Furst, Herbert","The Woodcut, an Annual, No. II",Fleuron Ltd.,London,1928,,,,90 pp.,
958,International Studio,None,International Studio,,,,,,,,
959,American Prints and Printmaking,Print Review,"American Prints and Printmaking, 1956-1981 (#13)",Pratt Graphics Center,New York,1981,,,,25th Anniversary Issue96 pp.,
960,Print Review #12,Print Review,"Print Review #12, Special section on British prints and printmaking",Pratt Graphics Center,New York,1980,,,,87 pp.,
961,English Society,"Du Maurier, George",English Society Sket ched by George Du Maurier,Harper Bros,New York,1897,,,,,
962,Art Nouveau Architecture,"Russell, Frank, editor",Art Nouveau Architecture,Rizzoli,New York,1979,,,,332 pp.,
963,"Art Instruction in Drawing, Painting, Illustration, Advertising Art, Design","Watson, Ernest W. and Guptill, Arthur L., editors","Art Instruction in Drawing, Painting, Illustration, Advertising Art, Design, # 7, November",Watson-Guptill,New York,"November, 1937",,,,A monthly magazine of practical instruction for artists and students.Allen Lewis discusses the technique of printmaking.36 pp.,
964,"Art Instruction in Drawing, Painting, Illustration, Advertising Art, Design","Watson, Ernest W. and Guptill, Arthur L., editors","Art Instruction in Drawing, Painting, Illustration, Advertising Art, Design, V. 2 (1): January",Watson-Guptill,New York,"January, 1938",,,,"Clare Leighton Engravings, 36 pp.",
965,"Simplicissimus and the Empire, II","Arnold, Fritz, commentator","Simplicissimus and the Empire, II",Goethe-Institut,Munich,1983,,,,66 pp.,
966,Etching and Etchers,"Hamerton, P. G.",Etching and Etchers,MacMillan,London,1880,,,,"360 pp., interior fine, dedicated to S. Haden, leather spine loose.  Text only; no prints",
967,"Paris, a Century of Change, 1878-1978","Evenson, Norma","Paris, a Century of Change, 1878-1978",Yale University Press,"New Haven, CT",1979,,,,382 pp.,
968,Artists of Michigan,None,Artists of Michigan from the Nineteenth Century,,,,,,,,
969,Art Deco in America,"Weber, Eva",Art Deco in America,Exeter Books,New York,1985,,,,192 pp.,
1229,The Surrealist Tradition.,"Szoke, John",The Surrealist Tradition.,"John Szoke Graphics, Inc.","New York, NY",1982,,,,,
991,At Water's Edge,G. Grender a Brandis,"At Water's Edge, a book of engravings",,"Stratford, Ontario",,,,,,
970,American Printmakers of the Twentieth Century,"Smith, Donald E.",American Printmakers of the Twentieth Century,St. Joann Press,"Haworth, NJ",2004,,,,,
971,The Great War,"Livesey, Robert & Smith, A. G.",The Great War,Fitzhenry & Whiteside,"Brighton, MA",2006,,,,90 pp.,
972,Das Kestnerbuch,"Kuppers, Paul Erich",Das Kestnerbuch,Heinrich Bohme,Hannover,1919,,,,158 pp.,
973,Book Illustrators of the Twentieth Century,"Peppin, Brigid & Micklethwait, Lucy",Book Illustrators of the Twentieth Century,"Arco Publishing, Inc.",New York,1984,,,,326 pp.,
974,Linocuts of the Machine Age,"Coppel, Stephen",Linocuts of the Machine Age,Scolar Press,England,1995,,,,205 pp.,
975,Rouault,"Courthion, Pierre",Rouault,"Harry N. Abrams, Inc.",New York,1962,,,,Including a catalog of works prepared with the collaboration of Isabelle Rouault.  489 pp.,
976,Art Nouveau Graphic Art  (SOLD),"Lorenz, Otto",Art Nouveau Graphic Art  (SOLD),Padre Publishers,"San Diego, CA",1981,,,,112 pp.,
977,"Art Nouveau Prints, Illustrations, and Posters (SOLD)","Hofstatter, Hans","Art Nouveau Prints, Illustrations, and Posters (SOLD)",Greenwich House,New York,1968,,,,295 pp.,
978,American Art Posters of the 1890s,"Kiehl, David W.",American Art Posters of the 1890s,Metropolitan Museum of Art,New York,1987,,,,199 pp.,
979,"The Great Bird Illustrators and their Art ,1973-1930","Skipwith, Peyton","The Great Bird Illustrators and their Art, 1973-1930","A & W Publishers, Inc",New York,1979,,,,176 pp.,
980,"Fine Bird Books, 1700 - 1900 (SOLD)","Sitwell, Sacheverell,  Buchanan, Handasyde, & Fisher, James","Fine Bird Books, 1700 - 1900 (SOLD)",Atlantic Monthly Press,New York,1990,,,,180 pp.,
981,"Chagall Lithographe III, 1962 - 1968","Cain, Julien","Chagall Lithographe III,  1962 - 1968",Andre Sauret,"Paris, FR",1969,,,,179 pp.,
982,"Picasso, Pablo","Duncan, David Douglas",Picasso's Picassos,"Harper and Row, Publishers",New York,1961,,,,271 pp.,
983,Contemporary Polish Posters in Full Color,"Czestochowski, Joseph S.",Contemporary Polish Posters in Full Color,Dover Publications,New York,1979,,,,42 pp.,
984,Benedictus' Art Deco Design in Color,"Fry, Charles Rahn",Benedictus' Art Deco Design in Color,Dover Publications,New York,1980,,,,46 pp.,
985,Liber Studiorum,"Turner, J. M. W.",Liber Studiorum,Frederick A. Stokes Company,New York,1930,,,,"Miniature Edition with all the Unpublished Plates, 128 pp.",
986,"Italy, a Poem","Rogers, Samuel","Italy, a Poem",Haudry's European Library,"Paris, FR",1840,,,,"Engravings, 252 pp.",
987,Keynotes,"Egerton, George",Keynotes,"Elkin Mathews and John Lane, publ","Boston, MA",1893,,,,"Cover, title page by Aubrey Beardsley, 184 pp.",
988,Kathe Kollwitz.  Die Handzeichungen,"Nagel, Otto",Kathe Kollwitz. Die Handzeichungen,Henschel,"Berlin,",1972,,,,150 full-page plates. Catalogue raisonne of 1317 drawings.  474 pp.,
989,Ces Peintres nos Amis,"Duclaud, Gilberte",Ces Peintres nos Amis,Galerie 65,"Cannes, FR",1960,,,,,
992,Interesting Collection of Interesting Pieces,Miscellaneous,Interesting Collection of Interesting Pieces,,,,,,,"A loose-leaf book of engravings, lithogaphs, cards, letters, reproductions, etc. Individually priced",
990,Picasso:  Women,"Parmelin, Helene","Picasso:  Women, Cannes and Mougins, 1954-1963",Harry N. Abrams,Amsterdam,1964,,,,199 pp.,
993,Passages in Time,"Stasik, Andrew and Moser, Joann",Passages in Time; The Prints of Jiri Anderle,Pratt Institute,New York,1985,,,,,
994,"Harold Altman Posters, 1980-1984",None,"Harold Altman Posters, 1980-1984",LeMont Editions,"Lemont, PA",,,,,,
995,Prints of Josef Albers,None,Prints of Josef Albers,Hirschl & Adler Galleries,New York City,,,,,,
996,Clifford Addams,"Addams, Dawn, foreward","Clifford Addams, Etchings & Drypoints",N. W. Lott & H. J. Gerrish Ltd.,London,1984,,,,,
997,Clinton Adams,None,Clinton Adams,Tobey C. Moss,"Los Angeles, CA 1989",1989,,,,,
998,"Shannon, 10 Etchings","Ackroyd, Norman","Shannon, 10 Etchings",,London,2007,,,,,
999,"Malin, 10 Etchings","Ackroyd, Norman","Malin, 10 Etchings",,London,2008,,,,,
1000,Tender is the North,"Ackroyd, Norman","Tender is the North, paintings and etchings",Harewood Terrace Gallery,Leeds,1997,,,,Essay by Mary Sara2 copies,
1001,"Irish Etchings, 1987-2008","Ackroyd, Norman","Irish Etchings, 1987-2008",Zillah Bell Gallery,North Yorkshire,2009,,,,"Autographed,""For Karen & Arnold Klein with all best wishes and fond memories"", Autumn 2010",
1002,The Secret Painter,"Ackroyd, Norman",The Secret Painter,Fine Arts Society,London,2005,,,,,
1003,Etchings,"Ackroyd, Norman",Etchings,London Arts-Detroit Gallery,"Detroit, MI",,,,,3 copies,
1004,"Complete Etchings, 1978-1984","Ackroyd, Norman","Complete Etchings, 1978-1984",Penny Press,London,,,,,,
1005,Egypt: Day and Night,"Achepohll, Keith",Egypt: Day and Night  Watercolors and Lithographs,,,,,,,,
1006,Sigmund Abeles,None,"Sigmund Abeles, Prints, Drawings, Pastels, Paintings, and Sculpture",Old Print Shop Portfolio,New York,May 2008,,,,,
1007,"Richard Anuszkiewicz, Prints & Multiples, 1964-79",None,"Richard Anuszkiewicz, Prints & Multiples, 1964-79",Sterling and Francine Clark Art Institute,"Williamstown, MA",1979,,,,"With a Checklist of Major Prints, Posters & Multiples",
1008,Adolphe Appian,"Proute, Paul","Adolphe Appian, son Oeuvre Grave et Lithographie",Paul Proute S. A.,"Paris, FR",1968,,,,,
1009,Eduard Bargheer,None,Eduard Bargheer,Galleria Henze,"Campione, IT",1981,,,,,
1010,Eduard Bargheer,None,"Eduard Bargheer, Radierungen uned Lithographien, 1957-1972",Galerie Wolfgang Ketterer,"Munich, Germany",1975,,,,,
1011,Eduard Bargheer,None,"Eduard Bargheer, Aquarelle, 1939-1973",Galerie Wolfgang Ketterer,"Munich, Germany",1975,,,,,
1012,Milton Avery,"Lunn, Harry H., Jr.","Milton Avery, Prints, 1933-1955",Graphics International Ltd,"Washington, D. C.",1973,,,,,
1013,Milton Avery Paintings,None,Milton Avery Paintings 1941-1963,Donald Morris Gallery,"Detroit, MI",1965,,,,"Circulated by the Museum of Modern Art, New York",
1014,Milton Avery Drawings,"Chernow, Burt",Milton Avery Drawings,"Connecticut Fine Arts, Inc.","Westport, CN",1973,,,,,
1015,Milton Avery Drawings,None,Milton Avery Drawings,Frederick Baker,"Chicago, IL",2001,Catalog 21,,,,
1016,Milton Avery Paintings,None,Milton Avery Paintings,Donald Morris Gallery,"Detroit, MI",1965,,,,,
1017,Milton Avery Monotypes,"Cole, Jr., Sylvan",Milton Avery Monotypes,Associated American Artists,"New York, NY",1977,,,,,
1018,Militon Avery Paintings1950-1963,None,Militon Avery Paintings1950-1963,Donald Morris Gallery,"Detroit, MI",1965,,,,,
1019,Mario Avati,None,Mario Avati,,,,,,,"Miscellaneous exhibit brochures, articles, etc.",
1020,Robert Austin,"Garlick, K. J., and others","Robert Austin, An exhibition of etchings, engravings, drawings and watercolours",Scolar Press,Yorkshire,1980,,,,,
1021,George Auriol,None,"George Auriol, A catalogue of graphic work","Christopher Drake Fine Prints, Warrack & Perkins","Oxfordshire, England",,,,,,
1022,Frank Auerbach,"Podro, Michael","Frank Auerbach, the complete etchings 1954-1990","Marlborough Graphics, Inc.","London, England",1990,,,,,
1023,Karl Arnold,"Arnold, Fritz; Matuszak, Thomas","Karl Arnold, Werke Aus Den Jahren, 1907-1942",Galleria Henze,"Campione, IT",1990,Catalog 44,,,,
1024,Archipenko,"Karshan, Donald","Archipenko, Content and Continuity, 1908-1963",Kovler Gallery,"Chicago, IL",1968,,,,,
1025,Caroline and Frank Armington,"Braide, Janet and Parke-Taylor, Nancy","Caroline and Frank Armington, Canadian Painter-Etchers in Paris",Art Gallery of Peel,"Peel, Ontario",1990,,,,,
1026,John Taylor Arms,"Fletcher, William Dolan","John Taylor Arms, A Man for All Times, The Artist and His Work",Eastern Press,"New Haven, CT",1982,,,,,
1027,John Taylor Arms,"Saville, Jennifer","John Taylor Arms, Plates of Perfect Beauty",Honolulu Academy of Arts,"Honolulu, Hawaii",,,,,,
1028,"Walpurgisnacht mit 20 Holzschnitten von Ernst Barlach.,","Goethe, J. W.","Walpurgisnacht mit 20 Holzschnitten von Ernst Barlach.,",Cassirer,"Berlin, Germany",1993,,,,,
1029,American Architectural Etchers:  The Traditionalists,"Kraeft, June and Norman",American Architectural Etchers:  The Traditionalists (1900 - 1940),,"Bethelem, CN",1980,,,,,
1030,John Taylor Arms,None,"John Taylor Arms, September 12 through November 15, 1982",Harbor Gallery,New York,1982,,,,,
1031,John Taylor Arms,"Pelletier, S. William","John Taylor Arms, Thirty-None Years of Etched Memories",University Of Georgia,"Athens, GA",1975,,,,"Bulletin, Georgia Museum of Art, Winter-Spring (Vol. 1, Nos. 2 & 3)",
1032,John Taylor Arms,"Bassham, Ben L.","John Taylor Arms, September 12 through November 15, 1982","Elvehjem Art Center, University of Wisconsin","Madison, WI",,,,,,
1033,John Taylor Arms,None,John Taylor Arms & Louis Conrad Rosenberg; The Art of Architecture,"Old Print Shop, Portfolio",New York,1992,,,,"Vol. LI, No. 5",
1034,John Taylor Arms,None,John Taylor Arms,"The Old Print Shop, Portfolio","New York, NY",September 2009,,,,"Vol. LXIX, No. 2",
1035,John Taylor Arms,None,"John Taylor Arms, 1887-1953","Old Print Shop, Portfolio","New York, NY","May, 2005",,,,"Vol. LXIV, No. 6",
1036,Will Barnet,"Cole, Sylvan, Jr.,","Will Barnet, Etchings, Lithographs, Woodcuts, Serigraphs, 1932-1972",Associated American Artists Gallery,"New York, NY",1972,,,,Catalogue Raisonne,
1037,Will Barnet,"Johnson, Una E,  & Miller, Jo","Will Barnet, Prints, 1932-1964",Brooklyn Museum,"Brooklyn, NY",1965,,,,,
1038,Will Barnet,"Wooden, Howard E.","Will Barnet, Paintings and Prints, 1932-1982",Wichita Art Museum,"Wichita, Kansas",1983,,,,,
1039,Will Barnet,None,Will Barnet at Kennedy Galleries,Kennedy Galleries,"New York, NY",1984,,,,,
1040,The Graphic Art of Federico Barocci,"Pillsbury, Edmund and Richards, Louise","The Graphic Art of Federico Barocci, Selected Drawings and Prints",Yale University Art Gallery,"New Haven, CT",1978,,,,,
1041,Will Barnet,None,"Will Barnet, A Book of Postcards",Pomegranate Press,"Petaluma, CA",2005,,,,,
1042,"Unida, the Hague","Bayrle, Thomas","Unida, the Hague",Editions Unida,"The Hague, Netherlands",1971,,,,,
1043,Thomas Bayrle 1967 und 1987,"Weiermair, Peter (Hg.)",Thomas Bayrle 1967 und 1987 : Ausstellungskatalog Frankfurter Kunstverein Steinernes Haus am R?merberg Frankfurt am Main 7.3.-12,,"Frankfurt, Germany",1987,,,,,
1044,Autobahn-Kopf 1988/1989,"Bayrle, Thomas und Stefan Seibert","Autobahn-Kopf 1988/1989, Film und Materialien",Portikus Frankfurt am Main,"Frankfurt, Germany",1990,,,,Autographed,
1045,Leonard Baskin,"Roylance, Dale","Leonard Baskin, The Graphic Work, 1950-1970",Far Gallery,"New York, NY",1970,,,,,
1046,The Gehenna Press. The Work of Fifty Years. 1942 - 1992.,"Franklin, Colin",The Gehenna Press. The Work of Fifty Years. 1942 - 1992.,Bridwell Library & Gehenna Press,"Dallas, TX",1992,,,,"The Gehenna Press. The Work of Fifty Years. 1942 - 1992. The Catalogue of an Exhibition curated by Lisa Unger Baskin, Containing an Assessment of the Work of the Press by Colin Franklin",
1047,"Complete Prints of Leonard Baskin, The / A Catalogue Raisonne 1948-1983","Fern, Alan  and  O'Sullivan, Judith","Complete Prints of Leonard Baskin, The / A Catalogue Raisonne 1948-1983",New York Graphic Society,New York,1984,,,,,
1048,A Graphic Odyssey: Romare Bearden As Printmaker,"Gelburd, Gail",A Graphic Odyssey: Romare Bearden As Printmaker,University of Pennsylvania,"Philadelphia, PA",1992,,,,,
1049,The Early Work of Aubrey Beardsley,"Marillier, H. C.",The Early Work of Aubrey Beardsley,Dover,"New York, NY",1967,,,,,
1050,Trilby,"du Marier, George",Trilby,Harper,"New York, NY",1895,,,,Illustrated by the Author,
1051,"Mastro-Valerio, Alessandro","Gallwitz, Klaus","Max Beckman: Die Druckgraphik, 1901-48",Karlsruhe.,,1962,,,,,
1052,The Etchings of Jacques Bellange,"Worthen, Amy N.and Sue Welsh Reed",The Etchings of Jacques Bellange,Des Moines Art Center,"Des Moines, IO",1975,,,,,
1053,Selected Lithographs of Albert Belleroche. Catalogue 3,"Armstrong, Richard Reed",Selected Lithographs of Albert Belleroche. Catalogue 3,Richard Reed Armstrong,"Chicago, IL",1989,,,,,
1054,Albert Belleroche:; Thirty Eight Lithographs 1902-1917,None,Albert Belleroche:; Thirty Eight Lithographs 1902-1917,Lumley Cazalet Ltd,"London, England",1990,,,,,
1055,George Bellows: The Boxing Lithographs,"Kaye, Susan Lewis; Stogdon, N. G",George Bellows: The Boxing Lithographs,"N, G. Stogdon","New York, NY",1988,,,,,
1056,The Prints of George Bellows.,None,"The Prints of George Bellows,  19 May-27 June 1992",Susan Sheehan Gallery,"New York, NY",1992,,,,,
1057,George Bellows: A Comprehensive Exhibition of His Lithographs.,"Conway, Robert",George Bellows: A Comprehensive Exhibition of His Lithographs.,Associated American Artists,"New York, NY",1988,,,,,
1058,"The Prints of Eugene Bejot, Catalogue no. 2","Pillsbury, Judith L",The Prints of Eugene Bejot. Catalogue no. 2.,"Judith L. Pillsbury,","Paris, FR",1975,,,,,
1059,The Lithographs of George Bellows,"Mason, Lauris",The Lithographs of George Bellows; A Catalogue Raisonne,Kto Press,"Millwood, NY",1977,,,,,
1060,"Alfred Bendiner, Lithographs","McNulty, Kneeland and Wolf, Ben","Alfred Bendiner, Lithographs, Complete Catalogue",Philadelphia Museum of Art,"Philadelphia, PA",1965,,,,,
1061,Frank W. Benson & H. Emerson Tuttle,None,Frank W. Benson & H. Emerson Tuttle; The Art of the Sporting Print,"Old Print Shop, Portfolio","New York, NY",1994,,,,"Vol. LIII, No. 8",
1062,Carroll Thayer Berry,"Dearborn, Elwyn","Carroll Thayer Berry: A Catalogue Raisonne of his Wood Engravings, Woodcuts, & Linocuts",Down East Books,"Camden, ME",1983,,,,"Includes letter from the author, Elwyn Dearborn",
1063,Berthon & Grasset,"Arwas, Victor",Berthon & Grasset,Adademy Editions,"London, England",1978,,,,,
1064,Emile Bernard,"Bock, Henning & Mueller, Johann Heinrich","Emile Bernard, 1868-1941",Palais des Beaux Arts,"Lille, FR",1967,,,,,
1065,The Graphic Work of George Biddle,"Pennigar, Martha",The Graphic Work of George Biddle with CAtalogue Raisonne,Corcoran Gallery,"Washington, D. C.",1979,,,,,
1066,The Print-Collector's Bulletin (1932),None,The Print-Collector's Bulletin: An Illustrated Catalogue For Museums and Collectors. Dry Points By Muirhead Bone,"M. Knoedler & Company, Inc.","New York, NY",1932,,,,,
1067,"Muirhead Bone, 1876-1953.",None,"Muirhead Bone, 1876-1953",Garton & Cooke,"London, England",1984,,,,,
1068,Garton & Co. Catalogue 50,None,Garton & Co. Catalogue 50,Garton & Co,"London, England","Spring, 1990",,,,,
1885,Print Collector's Quarterly (1950),None,Print Collector's Quarterly (1950),"William Edwin Rudge, Inc","Woodstock, VT","March, 1951",,,,"Vol. 30, No. 2",
1069,Edmund Blampied: A Biography of the Artist 1886-1966.,"Syvret, Marguerite",Edmund Blampied: A Biography of the Artist 1886-1966.,Robin Garton Ltd./Societe Jersiaise,"London, England",1986,,,,,
1070,Prints By William Blake and His Followers,None,Prints By William Blake and His Followers,Herbert F. Johnson Museum Of Art,"Ithaca, NY",1983,,,,,
1071,"Books and Prints by William Blake from the Collection formed by the late Frank Rinder, Esq.",None,"Books and Prints by William Blake from the Collection formed by the late Frank Rinder, Esq.",Christie's,"London, England",1993,,,,,
1072,The Complete Graphic Works of William Blake,"Bindman, David",The Complete Graphic Works of William Blake,G. P. Putnam's Sons,"New York, NY",1978,,,,,
1073,Pierre Bonnard. Lithographs,None,Pierre Bonnard. Lithographs,Sterling and Francine Clark Art Institute,"Williamstown, MA","August, 1963",,,,Exhibit Twenty-Four,
1074,Francis Bott zum 80. Geburtstag; Katalog 31,None,Francis Bott zum 80. Geburtstag; Katalog 31,Galleria Henze,"Campione, IT",1984,,,,,
1075,Graciela Rodo Boulanger,"Ciardi, John, commentary",Graciela Rodo Boulanger,Lublin Graphics,"Greenwich, CT",1978,,,,,
1076,"Exhibition of Paintings, Drawings, and Etchings by Frank Brangwyn, R. A.",None,"Exhibition of Paintings, Drawings, and Etchings by Frank Brangwyn, R. A.",Barbizon House,London,1924,,,,"Held at 184, Queen's Gate, South Kesington, London, May, June and July, 1924.",
1077,"Georges Braque. Litographs etchings and woodcuts, 1910-1963",None,"Georges Braque. Litographs etchings and woodcuts, 1910-1963",Lumley Cazalet Ltd,"London, England",1977,,,,,
1078,Complex Simplicity: Gerald Leslie Brockhurst and his Graphic Work,"Fletcher, William Dolan",Complex Simplicity: Gerald Leslie Brockhurst and his Graphic Work,Eastern Press,"New Haven, CT",1984,,,,,
1079,Uwe Bremer. Das Werkverzeichnis der Radierungen und Neue Bilder,None,Uwe Bremer. Das Werkverzeichnis der Radierungen und Neue Bilder,Galerie Rosenbach,Hannover,1974,,,,,
1080,Georges Braque Graphic Works 1882-1963,None,George Braque Graphic Works 1882-1963,London Arts Group,"London, England",1967,,,,,
1081,The Prints of Gerald L. Brockhurst,None,The Prints of Gerald L. Brockhurst,Hatay Stratton,"Northampton, MA",1991,,,,,
1082,The Prints of Gerald L. Brockhurst,None,The Prints of Gerald L. Brockhurst; A Retrospective of Prints and Drawings from The William P. Brumfield Memorial Collection,New Orleans Museum of Art,"New Orleans, Louisiana",1991,,,,,
1083,Pieter Bruegel,None,Pieter Bruegel,L'Art Ancien S.A.,"Zurich, Switzerland",1969,Katalog 58,,,,
1084,Graphic  Worlds of Peter Bruegel the Elder,"Klein, H. Arthur",Graphic  Worlds of Peter Bruegel the Elder,"Dover Publications, Inc.","New York, NY",1963,,,,,
1085,Bernard Buffet,"Mourlot, Fernand","Bernard Buffet, Lithographs, 1952-1966",Tudor Publishing Company,New York,1968,,,,,
1087,The Print-Collector's Bulletin (1931),"Cameron, Sir D. Y.","The Print-Collector's Bulletin. Fifty Etchings by Sir D. Y. Cameron, from the Lady Cameron Collection:","M. Knoedler & Company, Inc","New York, NY",1931,"Vol 2, No. 4",,,,
1088,Daniel Celentano,None,Daniel Celentano,Janet Marqusee Fine Arts,"New York, NY",1992,,,,,
1096,The Lost Architecture of Kiev (SOLD),"Hewryk, Titus D.",The Lost Architecture of Kiev (SOLD),Ukrainian Museum,"New York, NY",1982,,,,,
1097,Some of the Moderns,"Wedmore, Frederick",Some of the Moderns,Virtue & Co,"London, England",1909,,,,w/ 80 illustrations,
1098,International Studio,New York Offices of the International Studio,"International Studio, An Illustrated Magazine of Fine and Applied Art",John Lane Company,"New York, NY",1906,,,,"Vol. MCMVI, 113-116",
1099,Ceramics for Potters,"Norton, F. H.",Ceramics for Potters,Addison-Wesley Publishing Company,"Cambridge, MA",1956,,,,,
1100,Achille & Eugene Deveria,"Gauthier, Maximilien",Achille & Eugene Deveria,H. Floury,Paris,1925,,,,"171 pp.; in French, rebound in linen, leather title",
1101,Les Marques de Collections,"Lugt, Fritz","Les Marques de Collections, De Dessin & D'Estampes",Martinus Nijhoff,Amsterdam,1956,,,,(in French) history of collector's marks,
1102,Trans,None,"Trans - Arts, Cultures, Media",Ram Publications,"Santa Monica, CA","9/10, 2001",,,,Double Issue,
1103,Poems,"Berryman, John",Poems,New Directions,Norfolk CT,1942,,,,,
1104,Ceramics for Potters,"Norton, F. H.",The Barbra Streisand Collection at Christie's,Christie's,"New York, NY",1994,,,,Parts I & II,
1105,Jealousy and Episode,"Fauklner, William",Jealousy and Episode (2 Stories),Meyers Printing,"Minneapolis, MN",1955,,,,,
1106,Prints and People: A Social History of Printed Pictures,"Mayor, A. Hyatt",Prints and People: A Social History of Printed Pictures,Metropolitan Museum of Art,"New York, NY",1974,,,,,
1107,Ancient Art: the Norbert Schimmel Collection,"Muscarella, Oscar White, ed.",Ancient Art: the Norbert Schimmel Collection,Phillip von Zabern,"Mainz, Germany",1974,,,,,
1509,American prints and printmakers A chronicle of over 400 artists and their prints from 1900 to the present,"Johnson, Una E.",American prints and printmakers A chronicle of over 400 artists and their prints from 1900 to the present,Doubleday,"New York, NY",1980,,,,,
1108,Broom. An International Magazine of the Arts,"Loeb, Harold & Kreymborg, Alfred, eds.",Broom. An International Magazine of the Arts,Americans in Italy,"Rome, IT","November, 1921",,,,Cover: Prampolini,
1109,Howard Pyle's Book of Pirates (SOLD),"Pyle, Howard",Howard Pyle's Book of Pirates (SOLD),Harper & Brothers,"New York, NY",1921,,,,,
1111,Plays well with others,"Gurganus, Allan",Plays well with others,Knoph,"New York, NY",1997,,,,,
1110,Broom. An International Magazine of the Arts,"Loeb, Harold & Kreymborg, Alfred, eds.",Broom. An International Magazine of the Arts,Americans in Italy,"Rome, IT","4(4), March, 192",,,,Cover: Man Ray,
1112,Phaedo of Plato,"Jowett, Benjamin, trans.",Phaedo of Plato,Golden Cockrel Press,"Berkshire, Great Britain",1930,,,,103/500 initials & ornaments by Eric Gill,
1115,Collier's Magazine,None,Collier's Magazine,Crowell-Collier Publishing,"New York, NY",,,,,"33(10): June 4,, 1957, Cover:  J. C. Leyendecker, Russo-Japanese War, The Secrets of Japan's Success, The Wrestlers of Japan, etc. ($60.00) July 8, 1955:  Sweet Land of Liberty, Report on the Hoover Commission ($20.00)",
1116,The Ladies' Home Journal,None,The Ladies' Home Journal,Curtis Publishing Co.,"Philadelphia, PA",October 1917,,,,,
1117,Ellsworth Kelly,None,Ellsworth Kelly (Derriere le Miroir),Maeght,,1964,,,,original color lithographs; as new signed 52/150,
1118,Archiv fuer Buchgewerbe und gebrauschgraphik,None,Book Arts Printing,,Leipzig,1925,,,,original color lithographs; as new signed 52/150,
1119,Arts et Metier Graphques,None,Arts et Metiers Graphiques,,Paris,January 1932,,,,"Contents:  Egyptian cuneiformAlfred Latour fabric designsBrassai, photographs, fabric tipped in; Ford, Renault ads",
1120,Arts et Metiers Graphiques,None,Arts et Metiers Graphiques,,,March 1932,,,,"The leading French advertising/bookmaking/graphic arts publication between the wars.Content:  travel posters, Carlu, Daumier, Rojankovsky:  Daniel Boone, original lithographs",
1121,Slevogt Corinth,None,Kuns und Kunstler,,Berlin,,,,,,
1124,The Plan for Restoration and Adaptive Use of the Frank Lloyd Wright Home and Studio,"Biddle, J.",The Plan for Restoration and Adaptive Use of the Frank Lloyd Wright Home and Studio,University of Chicago,"Chicago, IL",1978,,,,,
1122,Het Oversicht,None,Het Oversicht,,,"October,  1923",,,,"Dutch monthlyoriginal lithographs, 1 by Sonia Delaunay",
1123,Disegni del Bernini,None,Disegni del Bernini,,,1944,,,,,
1127,Premier Posters,None,Premier Posters,Poster Auctions International,"New York, NY",1985,,,,"ocean liners, autos, literary",
1128,Chinese Treasures form the Avery Brundate Collection,"d'Argence, Rene-Yvon Lefebvre",Chinese Treasures form the Avery Brundate Collection,Asia Society,"New York, NY",1968,,,,,
1129,"The Grosvenor School, British Linocuts between the Wars","Urbanelli, Lora S.","The Grosvenor School, British Linocuts between the Wars",RISD,"Providence, RI",1988,,,,,
1130,Arts et Metiers Graphiques,None,Arts et Metiers Graphiques,,Paris,"January 15, 1929",,,,"Marie Laurenein, pp. 542-547",
1131,Derriere le Miroir: Miro,None,Derriere le Miroir: Miro,Maeght Editeur,Parusm FR,1963,,,,,
1132,,None,Derriere le Miroir: Miro,Maeght Editeur,France,Nov. - Dec. 1948,,,,,
1133,documenta kunst des XX. jahrhunderts.twentieth century art.,Kassel. Museum Fridericianum.,Documenta kunst des XX. jahrhunderts.twentieth century art.,Prestel-Verlag,Munich,1955,,,,,
1134,The Dearborn Independent: The Ford International Weekly,None,The Dearborn Independent: The Ford International Weekly,"Dearborn Publishing Co.,","Dearborn, MI","June 23, 1923",,,,,
1135,The World's Work,"Page, Walter H., ed.",The World's Work,"Doubleday, Page & Co.","New York, NY","June, 1905","Vol, X (10); No 2",,,Church's Blight on Russia (Gibbon); Foresting the Praries (Harger); Chicago's Street Railway War (Frost); Japan's Closing Door (Smith); New England Small Town (Hartt); Professional Inventing (Strother); Newest Railroad Power--Rock Island (Keys); etc.,
1136,The Atlantic Monthly,None,The Atlantic Monthly,Atlantic Monthly Co.,"Boston, MA","July, 1937",,,,"Owen Lattimore, Harold Nicolson, James G. Cozzens, Logan P. Smith, Robert Hillyer",
1137,Flaneries Genevoises,"Rosset, Marcel",Flaneries Genevoises,Editions Du Griffon,Neuchatel,1951,,,,Tresors de Mon Pays,
1138,The Mentor (1928),None,The Mentor (1928),,,"November, 1928",,,,Old Towns of Southern France,
